fy,month,year,source,allocated,designated,lottiemoon,anniearmstrong,other_designated
2019-2020,Mar,2020,South Carolina,845679.56,1598809.43,1527113.51,56616.14,15079.78
2019-2020,Mar,2020,Tennessee,1230790.6,1936814.71,1786107.68,94352.22,56354.81
2019-2020,Mar,2020,Texas - BGCT,1223066.89,2509747.66,2328996.72,129565.91,51185.03
2019-2020,Mar,2020,Texas - SBTC,1347688.59,1826125.2,1665200.93,137722.76,23201.51
2019-2020,Mar,2020,Utah - Idaho,15135.35,89218.29,88332.38,485.91,400.0
2019-2020,Mar,2020,Virginia - BGAV,82408.14,527580.41,450801.45,74833.02,1945.94
2019-2020,Mar,2020,Virginia - SBCV,394645.64,264263.6,236712.79,21455.8,6095.01
2019-2020,Mar,2020,West Virginia,37355.62,32517.15,30874.32,570.19,1072.64
2019-2020,Mar,2020,Wyoming,6033.33,7194.98,6889.87,158.1,147.01
2019-2020,Mar,2020,Churches & Individuals,296404.32,121354.14,49787.89,1233.03,70333.22
2019-2020,Apr,2020,Alabama,1301908.13,987928.6,842165.26,90281.33,55482.01
2019-2020,Apr,2020,Alaska,6992.2,10504.08,9629.68,874.4,0.0
2019-2020,Apr,2020,Arizona,88181.77,59545.45,28797.24,29835.21,913.0
2019-2020,Apr,2020,Arkansas,622137.67,331378.75,86890.41,221932.29,22556.05
2019-2020,Apr,2020,California,149095.25,62852.94,57395.56,5132.62,324.76
2019-2020,Apr,2020,Colorado,43443.38,59379.19,46586.92,12632.27,160.0
2019-2020,Apr,2020,Dakota,5555.37,812.0,732.0,80.0,0.0
2019-2020,Apr,2020,Florida,1078209.61,353838.05,291151.33,47502.09,15184.63
2019-2020,Apr,2020,Georgia,1158435.05,960417.75,780907.38,96834.86,82675.51
2019-2020,Apr,2020,Hawaii Pacific,40316.67,73705.12,42366.59,16031.53,15307.0
2019-2020,Apr,2020,Illinois,204459.12,96656.86,31895.07,60338.73,4423.06
2019-2020,Apr,2020,Indiana,26838.53,72035.44,16074.5,48560.05,7400.89
2019-2020,Apr,2020,Iowa,12289.0,2047.82,1647.41,400.41,0.0
2019-2020,Apr,2020,Kansas-Nebraska,72068.17,47332.62,14048.16,32508.08,776.38
2019-2020,Apr,2020,Kentucky,748658.03,542248.38,444577.94,76031.74,21638.7
2019-2020,Apr,2020,Louisiana,515929.0,370545.0,55895.81,309691.87,4957.32
2019-2020,Apr,2020,Maryland-Delaware,106526.97,56607.83,28766.8,23506.03,4335.0
2019-2020,Apr,2020,Michigan,21998.44,12520.87,8311.18,3563.69,646.0
2019-2020,Apr,2020,Minnesota-Wisconsin,28032.35,20568.54,19792.66,292.89,482.99
2019-2020,Apr,2020,Mississippi,984091.34,531690.37,460710.32,66438.44,4541.61
2019-2020,Apr,2020,Missouri,387963.76,280752.67,217172.68,47472.23,16107.76
2019-2020,Apr,2020,Montana,11845.51,1713.93,1301.26,367.67,45.0
2019-2020,Apr,2020,Nevada,31892.62,4217.82,2929.94,1157.6,130.28
2019-2020,Apr,2020,New England,0.0,0.0,0.0,0.0,0.0
2019-2020,Apr,2020,New Mexico,64191.02,74237.78,73776.45,0.0,461.33
2019-2020,Apr,2020,New York,19320.49,19640.68,16414.1,1716.18,1510.4
2019-2020,Apr,2020,North Carolina,837225.78,862095.88,752088.25,118058.7,-8051.07
2019-2020,Apr,2020,Northwest,44934.63,54842.13,28382.06,25502.27,957.8
2019-2020,Apr,2020,Ohio,114540.41,38891.61,30382.87,6028.78,2479.96
2019-2020,Apr,2020,Oklahoma,925972.0,303577.64,127352.8,173752.66,2472.18
2019-2020,Apr,2020,Pennsylvania-South Jersey,25456.03,18956.47,8392.34,10417.68,146.45
2019-2020,Apr,2020,Puerto Rico/Virgin Islands,300.0,1500.0,0.0,1500.0,0.0
2019-2020,Apr,2020,South Carolina,783029.01,785566.03,651005.84,116316.47,18243.72
2019-2020,Apr,2020,Tennessee,1134715.47,925249.78,737295.6,148499.1,39455.08
2019-2020,Apr,2020,Texas - BGCT,702823.87,677851.95,501454.18,130154.56,46243.21
2019-2020,Apr,2020,Texas - SBTC,1102474.06,638237.24,569170.3,63666.14,5400.8
2019-2020,Apr,2020,Utah - Idaho,18573.53,11178.22,7318.86,3459.36,400.0
2019-2020,Apr,2020,Virginia - BGAV,54104.0,91746.11,79264.01,11684.57,797.53
2019-2020,Apr,2020,Virginia - SBCV,322751.36,230291.31,116345.92,110222.9,3722.49
2019-2020,Apr,2020,West Virginia,42539.45,21648.47,5891.2,15318.29,438.98
2019-2020,Apr,2020,Wyoming,6625.48,1727.69,0.0,1686.0,41.69
2019-2020,Apr,2020,Churches & Individuals,319380.4,459911.77,24070.06,12687.64,423154.07
2019-2020,May,2020,Alabama,1379789.47,1121130.61,395951.86,684084.53,41094.22
2019-2020,May,2020,Alaska,10539.08,11095.76,667.68,10428.08,0.0
2019-2020,May,2020,Arizona,106677.41,100887.53,13698.3,86847.73,341.5
2019-2020,May,2020,Arkansas,703715.55,436684.59,79658.81,350774.6,6251.18
2019-2020,May,2020,California,140702.99,95398.39,35670.13,58458.34,1269.92
2019-2020,May,2020,Colorado,72577.86,70069.04,46345.1,22123.27,1600.67
2019-2020,May,2020,Dakota,8479.1,5522.03,1987.03,3535.0,0.0
2019-2020,May,2020,Florida,1019965.86,383429.99,94072.02,280888.28,8469.69
2019-2020,May,2020,Georgia,1256928.86,1204963.91,525290.16,533371.8,146301.95
2019-2020,May,2020,Hawaii Pacific,17178.78,42181.87,26565.83,15611.04,5.0
2019-2020,May,2020,Illinois,131457.58,128333.08,8771.93,118014.33,1546.82
2019-2020,May,2020,Indiana,58815.19,21389.96,1848.8,19462.23,78.93
2019-2020,May,2020,Iowa,38970.34,53870.42,5342.3,48448.12,80.0
2019-2020,May,2020,Kansas-Nebraska,24588.02,32631.17,8663.26,23499.49,468.42
2019-2020,May,2020,Kentucky,727304.81,616752.25,236220.74,371283.38,9248.13
2019-2020,May,2020,Louisiana,371073.54,254478.08,16611.34,235848.46,2018.28
2019-2020,May,2020,Maryland-Delaware,118895.38,60841.38,10125.53,49726.85,989.0
2019-2020,May,2020,Michigan,23314.77,19900.29,6953.33,12290.96,656.0
2019-2020,May,2020,Minnesota-Wisconsin,23906.64,38621.11,9304.78,29276.33,40.0
2019-2020,May,2020,Mississippi,984091.34,657812.29,145309.0,508386.07,4117.22
2019-2020,May,2020,Missouri,486161.39,489923.81,129028.31,355566.83,5328.67
2019-2020,May,2020,Montana,13048.11,13894.46,921.75,12827.71,145.0
2019-2020,May,2020,Nevada,38815.41,10191.7,3338.9,6683.0,169.8
2019-2020,May,2020,New England,0.0,0.0,0.0,0.0,0.0
2019-2020,May,2020,New Mexico,94719.17,119181.31,108519.99,9808.05,853.27
2019-2020,May,2020,New York,15537.79,20652.36,10000.66,9452.5,1199.2
2019-2020,May,2020,North Carolina,950815.28,1458560.88,498957.15,947252.32,12351.41
2019-2020,May,2020,Northwest,44068.11,65711.31,32129.28,32097.46,1484.57
2019-2020,May,2020,Ohio,352970.04,186856.51,39733.32,141203.94,5919.25
2019-2020,May,2020,Oklahoma,703121.77,430929.71,92413.61,337421.56,1094.54
2019-2020,May,2020,Pennsylvania-South Jersey,22145.36,16738.23,4140.28,12597.95,0.0
2019-2020,May,2020,Puerto Rico/Virgin Islands,300.0,0.0,0.0,0.0,0.0
2019-2020,May,2020,South Carolina,909972.13,785060.42,203062.91,570735.34,11262.17
2019-2020,May,2020,Tennessee,1247280.07,1102860.17,323101.33,735304.47,44454.37
2019-2020,May,2020,Texas - BGCT,877810.64,727623.76,272248.94,424420.72,30954.1
2019-2020,May,2020,Texas - SBTC,1075656.17,1756598.12,1204186.1,539380.9,13031.12
2019-2020,May,2020,Utah - Idaho,15045.5,22204.63,5223.06,16581.57,400.0
2019-2020,May,2020,Virginia - BGAV,46044.27,250259.03,48198.6,188516.83,13543.6
2019-2020,May,2020,Virginia - SBCV,335565.1,244050.64,34485.36,205966.32,3598.96
2019-2020,May,2020,West Virginia,32047.79,34079.24,8301.4,25637.84,140.0
2019-2020,May,2020,Wyoming,10748.97,13011.6,7600.23,5015.97,395.4
2019-2020,May,2020,Churches & Individuals,311498.38,161751.36,32498.97,24744.49,104507.9
2019-2020,Jun,2020,Alabama,1576180.78,1911624.67,366974.65,1500808.48,43841.54
2019-2020,Jun,2020,Alaska,7750.85,11781.45,1166.31,10615.14,0.0
2019-2020,Jun,2020,Arizona,107044.1,102611.02,27221.12,75100.4,289.5
2019-2020,Jun,2020,Arkansas,643745.86,498236.17,159665.72,311655.28,26915.17
2019-2020,Jun,2020,California,148882.02,286766.62,121851.19,164058.34,857.09
2019-2020,Jun,2020,Colorado,64715.88,57562.06,12517.48,42492.07,2552.51
2019-2020,Jun,2020,Dakota,11132.61,16250.68,643.35,15607.33,0.0
2019-2020,Jun,2020,Florida,1140687.9,575573.81,67420.15,495764.84,12388.82
2019-2020,Jun,2020,Georgia,1140172.57,1213115.8,191111.67,961925.24,60078.89
2019-2020,Jun,2020,Hawaii Pacific,30858.35,29686.88,1763.96,27012.92,910.0
2019-2020,Jun,2020,Illinois,209916.41,221684.22,27124.79,190578.12,3981.31
2019-2020,Jun,2020,Indiana,95507.36,110697.79,4166.86,104288.61,2242.32
2019-2020,Jun,2020,Iowa,21569.57,11271.88,1725.09,9526.79,20.0
2019-2020,Jun,2020,Kansas-Nebraska,88500.76,69747.84,11438.59,57455.54,853.71
2019-2020,Jun,2020,Kentucky,770175.27,678831.46,150861.4,518001.19,9968.87
2019-2020,Jun,2020,Louisiana,578556.38,205883.64,43212.29,159780.85,2890.5
2019-2020,Jun,2020,Maryland-Delaware,145297.93,136859.15,21100.23,114079.2,1679.72
2019-2020,Jun,2020,Michigan,28152.95,24734.18,4539.85,19970.33,224.0
2019-2020,Jun,2020,Minnesota-Wisconsin,16495.92,12473.8,2644.8,9819.0,10.0
2019-2020,Jun,2020,Mississippi,984008.34,858196.15,85680.51,770542.54,1973.1
2019-2020,Jun,2020,Missouri,450035.99,552667.32,92336.14,456776.27,3554.91
2019-2020,Jun,2020,Montana,13078.96,19826.76,1642.98,17588.78,595.0
2019-2020,Jun,2020,Nevada,30162.85,24938.85,4693.13,20111.72,134.0
2019-2020,Jun,2020,New England,57293.37,52235.66,29416.85,22818.81,0.0
2019-2020,Jun,2020,New Mexico,59518.48,170000.0,170000.0,0.0,0.0
2019-2020,Jun,2020,New York,15323.22,26836.74,1413.54,24355.7,1067.5
2019-2020,Jun,2020,North Carolina,804616.27,1782202.13,446270.73,1328262.7,7668.7
2019-2020,Jun,2020,Northwest,54809.13,80211.74,6488.33,71973.38,1750.03
2019-2020,Jun,2020,Ohio,169948.55,115646.06,17058.34,96080.16,2507.56
2019-2020,Jun,2020,Oklahoma,855476.58,349605.37,89047.64,256119.44,4438.29
2019-2020,Jun,2020,Pennsylvania-South Jersey,27269.78,24814.21,7111.15,17703.06,0.0
2019-2020,Jun,2020,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2019-2020,Jun,2020,South Carolina,784719.44,1168284.1,324287.95,833105.87,10890.28
2019-2020,Jun,2020,Tennessee,1204039.09,935643.21,186858.9,692045.58,56738.73
2019-2020,Jun,2020,Texas - BGCT,750191.23,746522.79,124642.34,586562.27,35318.18
2019-2020,Jun,2020,Texas - SBTC,1136828.98,587366.9,226267.09,346553.65,14546.16
2019-2020,Jun,2020,Utah - Idaho,19746.98,23857.76,2332.78,21004.98,520.0
2019-2020,Jun,2020,Virginia - BGAV,87780.57,281314.37,11635.66,269095.19,583.52
2019-2020,Jun,2020,Virginia - SBCV,362116.11,306866.75,42007.19,260794.06,4065.5
2019-2020,Jun,2020,West Virginia,47753.11,49578.59,7023.2,40610.48,1944.91
2019-2020,Jun,2020,Wyoming,5285.14,4970.93,-2379.17,7261.35,88.75
2019-2020,Jun,2020,Churches & Individuals,361155.15,138422.8,33561.45,33580.01,71281.34
2019-2020,Jul,2020,Alabama,1559859.54,972633.61,157875.95,778329.26,36428.4
2019-2020,Jul,2020,Alaska,10830.88,15884.33,7873.0,8011.33,0.0
2019-2020,Jul,2020,Arizona,113909.19,86227.73,20383.29,65618.44,226.0
2019-2020,Jul,2020,Arkansas,937586.77,244791.28,114486.83,125529.05,4775.4
2019-2020,Jul,2020,California,168742.77,84026.28,18561.38,65240.25,224.65
2019-2020,Jul,2020,Colorado,13925.3,41488.96,22359.01,19084.95,45.0
2019-2020,Jul,2020,Dakota,8052.49,16810.93,764.65,16046.28,0.0
2019-2020,Jul,2020,Florida,1414238.02,369262.36,83610.27,269891.19,15760.9
2019-2020,Jul,2020,Georgia,1337947.52,1271715.4,334121.76,871897.33,65696.31
2019-2020,Jul,2020,Hawaii Pacific,14618.76,16048.57,5135.02,10313.55,600.0
2019-2020,Jul,2020,Illinois,171618.24,57909.98,7324.16,48944.74,1641.08
2019-2020,Jul,2020,Indiana,79335.32,41164.68,7538.22,32685.43,941.03
2019-2020,Jul,2020,Iowa,76662.79,11605.99,3615.02,7880.97,110.0
2019-2020,Jul,2020,Kansas-Nebraska,72726.66,39313.17,16401.0,20647.99,2264.18
2019-2020,Jul,2020,Kentucky,849764.29,394011.88,59986.86,323102.34,10922.68
2019-2020,Jul,2020,Louisiana,523537.98,169368.89,34185.41,130105.73,5077.75
2019-2020,Jul,2020,Maryland-Delaware,129118.25,39349.23,7288.53,30172.44,1888.26
2019-2020,Jul,2020,Michigan,30245.97,20223.03,4422.07,15443.96,357.0
2019-2020,Jul,2020,Minnesota-Wisconsin,0.0,0.0,0.0,0.0,0.0
2019-2020,Jul,2020,Mississippi,984174.34,589265.54,41938.85,544535.17,2791.52
2019-2020,Jul,2020,Missouri,544943.18,367363.4,80873.52,278385.74,8104.14
2019-2020,Jul,2020,Montana,15292.85,3251.2,354.62,2749.58,147.0
2019-2020,Jul,2020,Nevada,30680.64,8072.77,501.87,7390.9,180.0
2019-2020,Jul,2020,New England,0.0,0.0,0.0,0.0,0.0
2019-2020,Jul,2020,New Mexico,115711.12,109277.27,47560.04,60720.69,996.54
2019-2020,Jul,2020,New York,21017.82,21517.14,4239.35,15825.4,1452.39
2019-2020,Jul,2020,North Carolina,1004194.41,1217020.3,183470.22,1025518.0,10625.72
2019-2020,Jul,2020,Northwest,43490.89,25313.57,7527.68,16004.05,1781.84
2019-2020,Jul,2020,Ohio,215138.6,51895.4,25187.25,24548.57,2159.58
2019-2020,Jul,2020,Oklahoma,971724.51,125428.03,39040.97,84400.92,-607.5
2019-2020,Jul,2020,Pennsylvania-South Jersey,28119.01,8482.0,2530.0,5952.0,0.0
2019-2020,Jul,2020,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2019-2020,Jul,2020,South Carolina,952649.19,784840.73,159661.32,608980.64,16198.77
2019-2020,Jul,2020,Tennessee,1385708.38,781745.59,155560.43,571837.5,54347.66
2019-2020,Jul,2020,Texas - BGCT,853324.36,548277.51,120609.86,380537.29,47130.36
2019-2020,Jul,2020,Texas - SBTC,1194796.78,460128.09,99548.4,342623.46,17956.23
2019-2020,Jul,2020,Utah - Idaho,19669.43,46741.36,935.89,45335.47,470.0
2019-2020,Jul,2020,Virginia - BGAV,49559.06,111893.36,11683.43,88378.43,11831.5
2019-2020,Jul,2020,Virginia - SBCV,446597.45,165997.46,46632.81,113283.14,6081.51
2019-2020,Jul,2020,West Virginia,36956.27,23240.47,3155.45,19840.02,245.0
2019-2020,Jul,2020,Wyoming,12369.64,2870.79,0.0,2580.0,290.79
2019-2020,Jul,2020,Churches & Individuals,346737.3,145509.79,11000.99,5139.76,129369.04
2019-2020,Aug,2020,Alabama,1574911.62,471374.96,59103.0,363306.73,48965.23
2019-2020,Aug,2020,Alaska,8510.91,5374.29,3557.43,1816.86,0.0
2019-2020,Aug,2020,Arizona,103736.54,47899.25,13546.62,32966.36,1386.27
2019-2020,Aug,2020,Arkansas,749252.06,171150.49,83227.91,54002.02,33920.56
2019-2020,Aug,2020,California,145048.72,42449.3,17774.2,23608.2,1066.9
2019-2020,Aug,2020,Colorado,78328.71,27666.89,7645.55,17051.27,2970.07
2019-2020,Aug,2020,Dakota,11446.43,1756.13,944.1,812.03,0.0
2019-2020,Aug,2020,Florida,1103942.0,318118.35,132987.85,167655.48,17475.02
2019-2020,Aug,2020,Georgia,1431018.2,752569.93,279000.25,382717.01,90852.67
2019-2020,Aug,2020,Hawaii Pacific,16914.65,8054.86,1209.91,5014.95,1830.0
2019-2020,Aug,2020,Illinois,185259.69,48125.85,18341.4,26124.83,3659.62
2019-2020,Aug,2020,Indiana,52903.79,12096.21,6172.35,5308.24,615.62
2019-2020,Aug,2020,Iowa,0.0,0.0,0.0,0.0,0.0
2019-2020,Aug,2020,Kansas-Nebraska,59313.83,49333.18,25296.13,22750.1,1286.95
2019-2020,Aug,2020,Kentucky,864000.29,229845.49,74494.21,121562.23,33789.05
2019-2020,Aug,2020,Louisiana,555651.51,104226.65,42546.96,59148.94,2530.75
2019-2020,Aug,2020,Maryland-Delaware,130420.41,26687.28,13592.1,10442.69,2652.49
2019-2020,Aug,2020,Michigan,31843.38,17907.51,6064.47,11518.04,325.0
2019-2020,Aug,2020,Minnesota-Wisconsin,19574.59,3482.38,967.0,2443.0,72.38
2019-2020,Aug,2020,Mississippi,984305.7,402841.82,134954.4,264518.95,3368.47
2019-2020,Aug,2020,Missouri,556127.45,279993.51,104151.55,165015.13,10826.83
2019-2020,Aug,2020,Montana,16392.53,8543.07,2071.6,6146.47,325.0
2019-2020,Aug,2020,Nevada,33536.71,1268.82,914.01,235.0,119.81
2019-2020,Aug,2020,New England,32856.42,22133.07,6223.07,15910.0,0.0
2019-2020,Aug,2020,New Mexico,85083.54,118109.65,10120.98,107988.67,0.0
2019-2020,Aug,2020,New York,16509.26,8172.33,1444.1,3848.24,2879.99
2019-2020,Aug,2020,North Carolina,1162978.47,690252.35,205035.85,469482.59,15733.91
2019-2020,Aug,2020,Northwest,43571.39,19341.56,14497.08,3517.32,1327.16
2019-2020,Aug,2020,Ohio,175523.45,36679.54,15062.19,15411.3,6206.05
2019-2020,Aug,2020,Oklahoma,675438.45,132842.63,71821.58,59714.65,1306.4
2019-2020,Aug,2020,Pennsylvania-South Jersey,29275.25,9472.31,1569.91,7892.4,10.0
2019-2020,Aug,2020,Puerto Rico/Virgin Islands,19717.16,0.0,0.0,0.0,0.0
2019-2020,Aug,2020,South Carolina,921555.29,383828.48,144738.25,220644.91,18445.32
2019-2020,Aug,2020,Tennessee,1364165.44,463625.28,113294.49,304084.28,46246.51
2019-2020,Aug,2020,Texas - BGCT,808628.27,525456.45,203726.1,284092.62,37637.73
2019-2020,Aug,2020,Texas - SBTC,1223612.9,308596.75,132663.86,157979.78,17953.11
2019-2020,Aug,2020,Utah - Idaho,18583.36,4600.0,961.79,3091.21,547.0
2019-2020,Aug,2020,Virginia - BGAV,89466.29,119549.43,30360.57,87720.65,1468.21
2019-2020,Aug,2020,Virginia - SBCV,329855.23,111267.48,45808.86,62481.11,2977.51
2019-2020,Aug,2020,West Virginia,38755.59,85925.61,38559.58,47032.96,333.07
2019-2020,Aug,2020,Wyoming,10032.56,14784.62,688.78,13781.9,313.94
2019-2020,Aug,2020,Churches & Individuals,320561.01,87873.71,8091.0,6998.96,72783.75
2019-2020,Sep,2020,Alabama,1427780.25,529610.95,93382.98,399810.01,36417.96
2019-2020,Sep,2020,Alaska,10473.8,10721.72,1981.07,8740.65,0.0
2019-2020,Sep,2020,Arizona,87490.14,28857.14,10453.87,15009.43,3393.84
2019-2020,Sep,2020,Arkansas,828995.96,292420.37,212987.48,60359.25,19073.64
2019-2020,Sep,2020,California,152138.33,24526.23,13101.55,10309.68,1115.0
2019-2020,Sep,2020,Colorado,46637.02,19142.75,9600.89,7520.13,2021.73
2019-2020,Sep,2020,Dakota,6963.86,974.96,354.96,620.0,0.0
2019-2020,Sep,2020,Florida,1138858.5,184742.86,80882.97,83396.72,20463.17
2019-2020,Sep,2020,Georgia,1039968.03,670443.46,365722.19,232482.57,72238.7
2019-2020,Sep,2020,Hawaii Pacific,24164.14,15968.82,845.0,10013.82,5110.0
2019-2020,Sep,2020,Illinois,174974.44,33149.21,12954.8,18276.94,1917.47
2019-2020,Sep,2020,Indiana,59107.83,21272.44,9496.18,10277.38,1498.88
2019-2020,Sep,2020,Iowa,75119.32,8259.26,2319.86,5859.4,80.0
2019-2020,Sep,2020,Kansas-Nebraska,71732.24,48944.04,31474.4,13459.7,4009.94
2019-2020,Sep,2020,Kentucky,779459.36,153151.75,57918.2,84267.07,10966.48
2019-2020,Sep,2020,Louisiana,480469.9,102903.72,48806.92,49001.19,5095.61
2019-2020,Sep,2020,Maryland-Delaware,122267.35,12684.67,5221.83,6758.31,704.53
2019-2020,Sep,2020,Michigan,28166.3,10725.78,4282.3,5578.48,865.0
2019-2020,Sep,2020,Minnesota-Wisconsin,37937.38,5272.2,2449.76,1632.26,1190.18
2019-2020,Sep,2020,Mississippi,984091.34,156506.9,68072.34,84297.71,4136.85
2019-2020,Sep,2020,Missouri,405321.33,149580.97,61873.09,79571.01,8136.87
2019-2020,Sep,2020,Montana,14222.93,5609.4,699.37,4413.03,497.0
2019-2020,Sep,2020,Nevada,30233.43,5661.03,1194.18,4327.6,139.25
2019-2020,Sep,2020,New England,0.0,0.0,0.0,0.0,0.0
2019-2020,Sep,2020,New Mexico,25149.31,6829.67,6392.98,0.0,436.69
2019-2020,Sep,2020,New York,17699.29,4215.05,585.3,2839.55,790.2
2019-2020,Sep,2020,North Carolina,896326.67,478857.9,208451.59,249755.5,20650.81
2019-2020,Sep,2020,Northwest,52389.91,20366.49,12057.13,6083.79,2225.57
2019-2020,Sep,2020,Ohio,230394.45,37536.64,14438.84,19971.99,3125.81
2019-2020,Sep,2020,Oklahoma,842189.52,126329.14,82631.75,41825.1,1872.29
2019-2020,Sep,2020,Pennsylvania-South Jersey,18970.94,4646.37,2766.0,1880.37,0.0
2019-2020,Sep,2020,Puerto Rico/Virgin Islands,-14620.41,16759.59,0.0,0.0,16759.59
2019-2020,Sep,2020,South Carolina,818049.39,211901.38,93273.32,110206.31,8421.75
2019-2020,Sep,2020,Tennessee,1257578.07,685095.51,286958.37,353199.51,44937.63
2019-2020,Sep,2020,Texas - BGCT,665259.19,260336.66,111671.94,113446.36,35218.36
2019-2020,Sep,2020,Texas - SBTC,1086881.1,124270.8,77445.92,39136.98,7687.9
2019-2020,Sep,2020,Utah - Idaho,22256.32,4104.6,959.07,2725.53,420.0
2019-2020,Sep,2020,Virginia - BGAV,49885.61,41821.13,14355.74,27435.47,29.92
2019-2020,Sep,2020,Virginia - SBCV,356687.29,105250.58,26843.66,38956.68,39450.24
2019-2020,Sep,2020,Wyoming,8120.22,3945.03,21.2,3718.61,205.22
2019-2020,Sep,2020,Churches & Individuals,425819.46,83617.51,6625.0,9311.86,67680.65
2019-2020,Sep,2020,West Virginia,37700.48,4266.77,2302.83,1665.03,298.91
2020-2021,Oct,2020,Alabama,1626991.81,394359.5,112875.86,239996.83,41486.81
2020-2021,Oct,2020,Alaska,8557.82,5685.1,450.55,234.55,5000.0
2020-2021,Oct,2020,Arizona,122990.49,18574.78,6620.47,11139.31,815.0
2020-2021,Oct,2020,Arkansas,724222.87,233154.69,134275.06,80985.38,17894.25
2020-2021,Oct,2020,California,485753.25,98883.67,87481.81,9832.48,1569.38
2020-2021,Oct,2020,Colorado,25159.42,9477.85,1138.74,5333.0,3006.11
2020-2021,Oct,2020,Dakota,13431.0,4556.81,827.01,3729.8,0.0
2020-2021,Oct,2020,Florida,1147566.15,112032.44,47619.46,44648.76,19764.22
2020-2021,Oct,2020,Georgia,1303199.87,369029.87,159340.19,108806.57,100883.11
2020-2021,Oct,2020,Hawaii Pacific,14667.47,5682.9,2936.56,1766.34,980.0
2020-2021,Oct,2020,Illinois,159935.6,15866.95,7910.66,3900.33,4055.96
2020-2021,Oct,2020,Indiana,26716.76,4042.86,2172.74,1283.49,586.63
2020-2021,Oct,2020,Iowa,30069.35,3706.65,2584.59,1042.06,80.0
2020-2021,Oct,2020,Kansas-Nebraska,65418.81,18808.54,11287.99,5095.61,2424.94
2020-2021,Oct,2020,Kentucky,772448.35,78703.37,35954.75,33500.74,9247.88
2020-2021,Oct,2020,Louisiana,488252.92,81366.17,39223.31,37815.44,4327.42
2020-2021,Oct,2020,Maryland-Delaware,107842.11,10603.48,4832.83,2836.65,2934.0
2020-2021,Oct,2020,Michigan,30769.61,5250.43,3028.26,2016.17,206.0
2020-2021,Oct,2020,Minnesota-Wisconsin,19440.06,1907.84,258.92,1498.92,150.0
2020-2021,Oct,2020,Mississippi,984140.34,1142885.7,1059164.58,80924.04,2797.08
2020-2021,Oct,2020,Missouri,509189.19,134165.37,71976.5,52044.37,10144.5
2020-2021,Oct,2020,Montana,14962.99,1355.97,483.84,397.63,474.5
2020-2021,Oct,2020,Nevada,36393.97,716.54,286.7,233.0,196.84
2020-2021,Oct,2020,New England,33623.53,4258.08,2980.08,1278.0,0.0
2020-2021,Oct,2020,New Mexico,93576.12,25384.34,7921.8,12658.71,4803.83
2020-2021,Oct,2020,New York,17994.2,6564.73,910.78,4832.2,821.75
2020-2021,Oct,2020,North Carolina,851794.56,289937.56,153212.0,124657.51,12068.05
2020-2021,Oct,2020,Northwest,43367.56,11335.76,6088.14,4036.68,1210.94
2020-2021,Oct,2020,Ohio,128563.63,20712.78,9270.66,7500.23,3941.89
2020-2021,Oct,2020,Oklahoma,774497.14,98987.95,62153.25,34784.79,2049.91
2020-2021,Oct,2020,Pennsylvania-South Jersey,27987.12,12620.43,5213.38,7407.05,0.0
2020-2021,Oct,2020,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2020-2021,Oct,2020,South Carolina,897417.96,219919.7,129333.53,79644.5,10941.67
2020-2021,Oct,2020,Tennessee,1316344.6,339602.38,180359.01,110620.12,48623.25
2020-2021,Oct,2020,Texas - BGCT,986052.42,661568.74,415361.25,204028.01,42179.48
2020-2021,Oct,2020,Texas - SBTC,1233074.34,428407.51,174947.23,118557.81,134902.47
2020-2021,Oct,2020,Utah - Idaho,16417.83,7923.18,5756.39,1646.79,520.0
2020-2021,Oct,2020,Virginia - BGAV,44699.63,24453.89,9370.79,14235.13,847.97
